Freq.	V(out)
1.75792361395867e+000	(-2.46658294136660e+001dB,8.66399514198034e+001°)
1.76197604641161e+000	(-2.46458978753687e+001dB,8.66322684333431e+001°)
1.76603782068614e+000	(-2.46259666519842e+001dB,8.66245677541322e+001°)
1.77010895831740e+000	(-2.46060357449561e+001dB,8.66168493424650e+001°)
1.77418948089014e+000	(-2.45861051557345e+001dB,8.66091131585497e+001°)
1.77827941003890e+000	(-2.45661748857763e+001dB,8.66013591625080e+001°)
1.78237876744807e+000	(-2.45462449365447e+001dB,8.65935873143747e+001°)
1.78648757485203e+000	(-2.45263153095098e+001dB,8.65857975740983e+001°)
1.79060585403527e+000	(-2.45063860061484e+001dB,8.65779899015401e+001°)
1.79473362683250e+000	(-2.44864570279439e+001dB,8.65701642564743e+001°)
1.79887091512876e+000	(-2.44665283763864e+001dB,8.65623205985879e+001°)
1.80301774085955e+000	(-2.44466000529730e+001dB,8.65544588874807e+001°)
1.80717412601090e+000	(-2.44266720592075e+001dB,8.65465790826647e+001°)
1.81134009261958e+000	(-2.44067443966004e+001dB,8.65386811435643e+001°)
1.81551566277311e+000	(-2.43868170666693e+001dB,8.65307650295159e+001°)
1.81970085860996e+000	(-2.43668900709386e+001dB,8.65228306997681e+001°)
1.82389570231961e+000	(-2.43469634109395e+001dB,8.65148781134811e+001°)
1.82810021614272e+000	(-2.43270370882105e+001dB,8.65069072297268e+001°)
1.83231442237119e+000	(-2.43071111042968e+001dB,8.64989180074888e+001°)
1.83653834334832e+000	(-2.42871854607507e+001dB,8.64909104056616e+001°)
1.84077200146893e+000	(-2.42672601591316e+001dB,8.64828843830513e+001°)
1.84501541917945e+000	(-2.42473352010059e+001dB,8.64748398983747e+001°)
1.84926861897805e+000	(-2.42274105879474e+001dB,8.64667769102597e+001°)
1.85353162341479e+000	(-2.42074863215366e+001dB,8.64586953772448e+001°)
1.85780445509167e+000	(-2.41875624033616e+001dB,8.64505952577790e+001°)
1.86208713666284e+000	(-2.41676388350174e+001dB,8.64424765102216e+001°)
1.86637969083464e+000	(-2.41477156181066e+001dB,8.64343390928423e+001°)
1.87068214036577e+000	(-2.41277927542387e+001dB,8.64261829638208e+001°)
1.87499450806739e+000	(-2.41078702450308e+001dB,8.64180080812465e+001°)
1.87931681680324e+000	(-2.40879480921071e+001dB,8.64098144031189e+001°)
1.88364908948977e+000	(-2.40680262970995e+001dB,8.64016018873467e+001°)
1.88799134909627e+000	(-2.40481048616471e+001dB,8.63933704917483e+001°)
1.89234361864495e+000	(-2.40281837873964e+001dB,8.63851201740512e+001°)
1.89670592121112e+000	(-2.40082630760015e+001dB,8.63768508918920e+001°)
1.90107827992327e+000	(-2.39883427291240e+001dB,8.63685626028164e+001°)
1.90546071796322e+000	(-2.39684227484331e+001dB,8.63602552642786e+001°)
1.90985325856621e+000	(-2.39485031356053e+001dB,8.63519288336417e+001°)
1.91425592502106e+000	(-2.39285838923251e+001dB,8.63435832681770e+001°)
1.91866874067026e+000	(-2.39086650202844e+001dB,8.63352185250643e+001°)
1.92309172891013e+000	(-2.38887465211828e+001dB,8.63268345613914e+001°)
1.92752491319091e+000	(-2.38688283967278e+001dB,8.63184313341541e+001°)
1.93196831701690e+000	(-2.38489106486344e+001dB,8.63100088002561e+001°)
1.93642196394658e+000	(-2.38289932786256e+001dB,8.63015669165086e+001°)
1.94088587759275e+000	(-2.38090762884321e+001dB,8.62931056396305e+001°)
1.94536008162263e+000	(-2.37891596797924e+001dB,8.62846249262478e+001°)
1.94984459975802e+000	(-2.37692434544530e+001dB,8.62761247328937e+001°)
1.95433945577537e+000	(-2.37493276141684e+001dB,8.62676050160087e+001°)
1.95884467350596e+000	(-2.37294121607008e+001dB,8.62590657319398e+001°)
1.96336027683602e+000	(-2.37094970958208e+001dB,8.62505068369409e+001°)
1.96788628970682e+000	(-2.36895824213065e+001dB,8.62419282871723e+001°)
1.97242273611482e+000	(-2.36696681389445e+001dB,8.62333300387006e+001°)
1.97696964011183e+000	(-2.36497542505294e+001dB,8.62247120474990e+001°)
1.98152702580507e+000	(-2.36298407578639e+001dB,8.62160742694463e+001°)
1.98609491735734e+000	(-2.36099276627587e+001dB,8.62074166603274e+001°)
1.99067333898716e+000	(-2.35900149670331e+001dB,8.61987391758328e+001°)
1.99526231496885e+000	(-2.35701026725144e+001dB,8.61900417715588e+001°)
1.99986186963271e+000	(-2.35501907810382e+001dB,8.61813244030069e+001°)
2.00447202736513e+000	(-2.35302792944484e+001dB,8.61725870255838e+001°)
2.00909281260870e+000	(-2.35103682145973e+001dB,8.61638295946015e+001°)
2.01372424986236e+000	(-2.34904575433457e+001dB,8.61550520652768e+001°)
2.01836636368153e+000	(-2.34705472825627e+001dB,8.61462543927311e+001°)
2.02301917867824e+000	(-2.34506374341260e+001dB,8.61374365319907e+001°)
2.02768271952125e+000	(-2.34307279999215e+001dB,8.61285984379862e+001°)
2.03235701093619e+000	(-2.34108189818441e+001dB,8.61197400655524e+001°)
2.03704207770569e+000	(-2.33909103817970e+001dB,8.61108613694283e+001°)
2.04173794466950e+000	(-2.33710022016920e+001dB,8.61019623042569e+001°)
2.04644463672464e+000	(-2.33510944434497e+001dB,8.60930428245850e+001°)
2.05116217882553e+000	(-2.33311871089994e+001dB,8.60841028848628e+001°)
2.05589059598411e+000	(-2.33112802002789e+001dB,8.60751424394444e+001°)
2.06062991326997e+000	(-2.32913737192352e+001dB,8.60661614425868e+001°)
2.06538015581050e+000	(-2.32714676678238e+001dB,8.60571598484504e+001°)
2.07014134879101e+000	(-2.32515620480090e+001dB,8.60481376110985e+001°)
2.07491351745488e+000	(-2.32316568617643e+001dB,8.60390946844973e+001°)
2.07969668710366e+000	(-2.32117521110719e+001dB,8.60300310225156e+001°)
2.08449088309726e+000	(-2.31918477979231e+001dB,8.60209465789248e+001°)
2.08929613085401e+000	(-2.31719439243180e+001dB,8.60118413073985e+001°)
2.09411245585086e+000	(-2.31520404922661e+001dB,8.60027151615127e+001°)
2.09893988362349e+000	(-2.31321375037858e+001dB,8.59935680947453e+001°)
2.10377843976644e+000	(-2.31122349609044e+001dB,8.59844000604761e+001°)
2.10862814993326e+000	(-2.30923328656589e+001dB,8.59752110119866e+001°)
2.11348903983661e+000	(-2.30724312200952e+001dB,8.59660009024599e+001°)
2.11836113524847e+000	(-2.30525300262683e+001dB,8.59567696849805e+001°)
2.12324446200018e+000	(-2.30326292862428e+001dB,8.59475173125340e+001°)
2.12813904598268e+000	(-2.30127290020926e+001dB,8.59382437380073e+001°)
2.13304491314654e+000	(-2.29928291759009e+001dB,8.59289489141880e+001°)
2.13796208950220e+000	(-2.29729298097602e+001dB,8.59196327937646e+001°)
2.14289060112002e+000	(-2.29530309057727e+001dB,8.59102953293260e+001°)
2.14783047413050e+000	(-2.29331324660500e+001dB,8.59009364733619e+001°)
2.15278173472434e+000	(-2.29132344927132e+001dB,8.58915561782620e+001°)
2.15774440915263e+000	(-2.28933369878931e+001dB,8.58821543963160e+001°)
2.16271852372698e+000	(-2.28734399537301e+001dB,8.58727310797139e+001°)
2.16770410481966e+000	(-2.28535433923741e+001dB,8.58632861805454e+001°)
2.17270117886371e+000	(-2.28336473059851e+001dB,8.58538196507996e+001°)
2.17770977235312e+000	(-2.28137516967324e+001dB,8.58443314423653e+001°)
2.18272991184296e+000	(-2.27938565667955e+001dB,8.58348215070307e+001°)
2.18776162394952e+000	(-2.27739619183635e+001dB,8.58252897964829e+001°)
2.19280493535041e+000	(-2.27540677536356e+001dB,8.58157362623083e+001°)
2.19785987278479e+000	(-2.27341740748206e+001dB,8.58061608559919e+001°)
2.20292646305342e+000	(-2.27142808841376e+001dB,8.57965635289176e+001°)
2.20800473301886e+000	(-2.26943881838156e+001dB,8.57869442323677e+001°)
2.21309470960560e+000	(-2.26744959760937e+001dB,8.57773029175228e+001°)
2.21819641980018e+000	(-2.26546042632210e+001dB,8.57676395354620e+001°)
2.22330989065136e+000	(-2.26347130474570e+001dB,8.57579540371621e+001°)
2.22843514927026e+000	(-2.26148223310711e+001dB,8.57482463734982e+001°)
2.23357222283049e+000	(-2.25949321163432e+001dB,8.57385164952428e+001°)
2.23872113856830e+000	(-2.25750424055634e+001dB,8.57287643530661e+001°)
2.24388192378273e+000	(-2.25551532010319e+001dB,8.57189898975359e+001°)
2.24905460583574e+000	(-2.25352645050598e+001dB,8.57091930791169e+001°)
2.25423921215239e+000	(-2.25153763199681e+001dB,8.56993738481714e+001°)
2.25943577022094e+000	(-2.24954886480887e+001dB,8.56895321549583e+001°)
2.26464430759302e+000	(-2.24756014917636e+001dB,8.56796679496334e+001°)
2.26986485188378e+000	(-2.24557148533458e+001dB,8.56697811822492e+001°)
